[run number],SimplePond,last-day,birth_pulses,ini-tadpoles-per-pondpatch,Bd-inf-tadpoles-per-infpondpatch,inf-ponds,tad-mort,meta-mort,t-movement,m-land,baseline_smax,baseline_spn_clearance,baseline_est,baseline_shedding,v-efficacy,v-coverage,vaccination-day,relative_variation,natural_imm_efficacy,c_smax,c_clear,c_est,c_shedding,[step],count metamorphs,prop_deaths_due_to_bd,avg_spn_inten_metas,median_spn_inten_metas,metas_prev,aggregation_inten_metas,realized-coverage,total-zsp-density
1620,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,1,0,0.1,0,-0.223,0,0,0,90,170,0.036144578,86.03529412,64.5,1,41.20641283,1,108803
1621,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.1,0,0.1,0,-0.357,0,0,0,90,204,0.192307692,225.3676471,206,1,29.58225797,0.1,332684
1622,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.2,0,0.1,0,-0.357,0,0,0,90,77,0.525925926,352.1038961,355,1,9.179899947,0.2,426022
1623,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.3,0,0.1,0,-0.357,0,0,0,90,57,0.536585366,352.3333333,359,1,11.30203406,0.3,444468
1624,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.4,0,0.1,0,-0.357,0,0,0,90,176,0.036144578,33.87428571,26,0.994318182,34.86000202,0.4,61756
1625,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.5,0,0.1,0,-0.357,0,0,0,90,25,0.618055556,383.84,400,1,10.47109038,0.5,521982
1626,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.6,0,0.1,0,-0.357,0,0,0,90,186,0.26119403,200.5215054,186.5,1,22.73327411,0.6,291118
1627,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.7,0,0.1,0,-0.357,0,0,0,90,5,0.623409669,398,395,1,4.290201005,0.7,479863
1628,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.8,0,0.1,0,-0.357,0,0,0,90,167,0.27755102,194.6467066,166,1,31.47959005,0.8,290189
1629,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.9,0,0.1,0,-0.357,0,0,0,90,232,0.032085561,53.12931034,38,1,48.37304456,0.9,95437
1630,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,1,0,0.1,0,-0.357,0,0,0,90,153,0.343434343,188.3594771,171,1,17.63136345,1,294836
1631,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.2,0.25,17.8,1,0.1,0,0.1,0,-0.511,0,0,0,90,1,0.655860349,0,0,0,0,0.1,579881
